time_s,ref_speed_kmh,segment,expected_phase,segment_desc
134.4,109.16,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
134.5,109.28,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
134.6,109.40,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
134.7,109.52,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
134.8,109.64,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
134.9,109.76,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
135.0,109.88,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
135.1,110.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
135.2,110.12,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
135.3,110.24,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
135.4,110.36,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
135.5,110.48,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
135.6,110.60,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
135.7,110.72,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
135.8,110.84,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
135.9,110.96,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
136.0,111.08,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
136.1,111.20,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
136.2,111.32,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
136.3,111.44,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
136.4,111.56,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
136.5,111.68,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
136.6,111.80,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
136.7,111.92,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
136.8,112.04,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
136.9,112.16,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
137.0,112.28,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
137.1,112.40,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
137.2,112.52,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
137.3,112.64,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
137.4,112.76,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
137.5,112.88,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
137.6,113.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
137.7,113.12,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
137.8,113.24,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
137.9,113.36,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
138.0,113.48,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
138.1,113.60,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
138.2,113.72,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
138.3,113.84,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
138.4,113.96,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
138.5,114.08,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
138.6,114.20,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
138.7,114.32,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
138.8,114.44,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
138.9,114.56,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
139.0,114.68,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
139.1,114.80,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
139.2,114.92,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
139.3,115.04,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
139.4,115.16,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
139.5,115.28,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
139.6,115.40,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
139.7,115.52,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
139.8,115.64,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
139.9,115.76,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
140.0,115.88,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
140.1,116.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
140.2,116.12,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
140.3,116.24,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
140.4,116.36,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
140.5,116.48,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
140.6,116.60,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
140.7,116.72,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
140.8,116.84,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
140.9,116.96,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
141.0,117.08,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
141.1,117.20,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
141.2,117.32,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
141.3,117.44,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
141.4,117.56,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
141.5,117.68,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
141.6,117.80,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
141.7,117.92,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
141.8,118.04,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
141.9,118.16,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
142.0,118.28,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
142.1,118.40,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
142.2,118.52,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
142.3,118.64,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
142.4,118.76,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
142.5,118.88,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
142.6,119.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
142.7,119.12,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
142.8,119.24,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
142.9,119.36,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
143.0,119.48,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
143.1,119.60,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
143.2,119.72,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
143.3,119.84,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
143.4,119.96,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
143.5,120.08,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
143.6,120.20,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
143.7,120.32,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
143.8,120.44,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
143.9,120.56,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
144.0,120.68,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
144.1,120.80,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
144.2,120.92,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
144.3,121.04,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
144.4,121.16,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
144.5,121.28,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
144.6,121.40,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
144.7,121.52,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
144.8,121.64,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
144.9,121.76,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
145.0,121.88,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
145.1,122.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
145.2,122.12,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
145.3,122.24,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
145.4,122.36,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
145.5,122.48,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
145.6,122.60,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
145.7,122.72,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
145.8,122.84,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
145.9,122.96,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
146.0,123.08,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
146.1,123.20,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
146.2,123.32,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
146.3,123.44,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
146.4,123.56,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
146.5,123.68,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
146.6,123.80,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
146.7,123.92,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
146.8,124.04,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
146.9,124.16,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
147.0,124.28,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
147.1,124.40,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
147.2,124.52,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
147.3,124.64,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
147.4,124.76,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
147.5,124.88,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
147.6,125.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
147.7,125.12,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
147.8,125.24,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
147.9,125.36,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
148.0,125.48,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
148.1,125.60,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
148.2,125.72,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
148.3,125.84,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
148.4,125.96,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
148.5,126.08,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
148.6,126.20,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
148.7,126.32,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
148.8,126.44,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
148.9,126.56,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
149.0,126.68,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
149.1,126.80,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
149.2,126.92,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
149.3,127.04,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
149.4,127.16,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
149.5,127.28,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
149.6,127.40,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
149.7,127.52,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
149.8,127.64,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
149.9,127.76,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
150.0,127.88,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
150.1,128.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
150.2,128.12,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
150.3,128.24,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
150.4,128.36,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
150.5,128.48,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
150.6,128.60,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
150.7,128.72,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
150.8,128.84,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
150.9,128.96,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
151.0,129.08,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
151.1,129.20,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
151.2,129.32,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
151.3,129.44,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
151.4,129.56,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
151.5,129.68,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
151.6,129.80,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
151.7,129.92,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
151.8,130.04,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
151.9,130.16,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
152.0,130.28,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
152.1,130.40,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
152.2,130.52,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
152.3,130.64,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
152.4,130.76,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
152.5,130.88,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
152.6,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
152.7,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
152.8,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
152.9,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
153.0,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
153.1,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
153.2,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
153.3,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
153.4,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
153.5,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
153.6,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
153.7,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
153.8,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
153.9,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
154.0,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
154.1,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
154.2,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
154.3,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
154.4,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
154.5,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
154.6,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
154.7,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
154.8,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
154.9,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
155.0,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
155.1,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
155.2,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
155.3,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
155.4,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
155.5,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
155.6,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
155.7,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
155.8,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
155.9,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
156.0,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
156.1,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
156.2,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
156.3,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
156.4,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
156.5,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
156.6,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
156.7,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
156.8,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
156.9,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
157.0,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
157.1,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
157.2,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
157.3,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
157.4,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
157.5,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
157.6,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
157.7,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
157.8,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
157.9,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
158.0,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
158.1,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
158.2,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
158.3,131.00,8,DRIVE,高速域の緩い登り→最高速巡航131(WLTP_ExHi巡航・微小開度域)≥10s
